[header]
width=25
height=25
tilewidth=32
tileheight=32

[tilesets]
tileset=../../../puzzleGame/pzzlepzzle/lib/tilemap.jpg,32,32,0,0
tileset=../../../puzzleGame/pzzlepzzle/lib/tilemap.jpg,32,32,0,0

[layer]
type=Tile Layer 1
data=
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,
1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,
1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,
1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,
1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,
1,1,1,1,2,2,2,2,3,1,1,2,4,2,1,1,3,2,2,1,1,1,1,1,1,
1,1,1,2,2,2,1,3,2,2,1,4,2,4,1,2,2,3,1,1,1,1,1,1,1,
1,1,2,2,2,1,1,1,2,2,4,2,2,2,4,2,2,1,1,1,1,1,1,1,1,
1,1,2,2,1,1,1,1,1,4,2,2,4,2,2,4,1,1,1,1,1,1,1,1,1,
1,2,2,2,2,2,2,2,4,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,1,
1,2,2,2,2,3,2,4,2,2,4,2,5,2,4,2,2,4,2,2,3,2,2,2,2,
1,2,2,2,2,2,2,2,4,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,1,
1,1,2,2,1,1,1,1,1,4,2,2,4,2,2,4,1,1,1,1,1,1,1,1,1,
1,1,2,2,2,1,1,1,2,2,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,
1,1,1,2,2,2,1,2,2,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,2,2,2,2,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,2,2,2,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1

